ཀུམ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
སྙ | སྙ_མ་འོངས་པ།_###+སྙ_ད་ལྟ་བ།_###+སྙ_མ་འོངས་པ།_ཐ་མི་དད་པ+སྙ_ད་ལྟ་བ།_ཐ་མི་དད་པ
སྙད | སྙད_ད་ལྟ་བ།_ཐ་དད་པ
སྙམ | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
སྙལ | བསྙལ_ད་ལྟ་བ།_ཐ་དད་པ+སྙལ_ད་ལྟ་བ།_ཐ་དད་པ+སྙལ_ད་ལྟ་བ།_###
སྙས | སྙ_འདས་པ།_###+སྙ_འདས་པ།_ཐ་མི་དད་པ
སྙིག | སྙིག_ད་ལྟ་བ།_###+སྙིག_མ་འོངས་པ།_###+སྙིག_ད་ལྟ་བ།_ཐ་དད་པ+སྙིག_ད་ལྟ་བ།_ཐ་མི་དད་པ+སྙིག_མ་འོངས་པ།_ཐ་མི་དད་པ
སྙིགས | སྙིག_སྐུལ་ཚིག_ཐ་དད་པ+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+སྙིག_འདས་པ།_ཐ་མི་དད་པ+སྙིག_འདས་པ།_###
སྙིལ | སྙིལ_སྐུལ་ཚིག_ཐ་དད་པ+སྙིལ_ད་ལྟ་བ།_###+བསྙིལ_སྐུལ་ཚིག_ཐ་དད་པ+སྙིལ_སྐུལ་ཚིག_###+བསྙིལ_ད་ལྟ་བ།_ཐ་དད་པ+སྙིལ_ད་ལྟ་བ།_ཐ་དད་པ
སྙུག | སྙུག_ད་ལྟ་བ།_ཐ་དད་པ
སྙུགས | སྙུག_སྐུལ་ཚིག_ཐ་དད་པ
སྙུང | སྙུང_ད་ལྟ་བ།_ཐ་དད་པ+སྙུང_ད་ལྟ་བ།_ཐ་མི་དད་པ
སྙུངས | སྙུང_སྐུལ་ཚིག_ཐ་དད་པ
སྙུན | བསྙུན_ད་ལྟ་བ།_ཐ་དད་པ+སྙུན_ད་ལྟ་བ།_ཐ་མི་དད་པ
སྙུལ | སྙུལ_སྐུལ་ཚིག_ཐ་དད་པ+བསྙུལ_སྐུལ་ཚིག_ཐ་དད་པ+བསྙུལ_ད་ལྟ་བ།_ཐ་དད་པ+སྙུལ_ད་ལྟ་བ།_ཐ་དད་པ
སྙེ | སྙེ_ད་ལྟ་བ།_ཐ་དད་པ
སྙེག | སྙེག_ད་ལྟ་བ།_###+སྙེག_ད་ལྟ་བ།_ཐ་དད་པ
སྙེགས | སྙེག_སྐུལཚིག_འབྲི་ཚུལ
སྙེང | སྙེང_ད་ལྟ་བ།_ཐ་དད་པ+སྙེང_ད་ལྟ་བ།_ཐ་མི་དད་པ+སྙེང_ད་ལྟ་བ།_###
སྙེངས | སྙེང_སྐུལ་ཚིག_ཐ་དད་པ
སྙེན | སྙེན_སྐུལ་ཚིག_ཐ་དད་པ+བསྙེན_ད་ལྟ་བ།_ཐ་དད་པ+བསྙེན_སྐུལ་ཚིག_ཐ་དད་པ+སྙེན_ད་ལྟ་བ།_ཐ་དད་པ
སྙེམ | སྙེམ_ད་ལྟ་བ།_ཐ་དད་པ
སྙེམས | སྙེམ_སྐུལ་ཚིག_ཐ་དད་པ
སྙེར | སྙེར_སྐུལ་ཚིག_ཐ་དད་པ+བསྙེར_སྐུལ་ཚིག_ཐ་དད་པ+བསྙེར_ད་ལྟ་བ།_ཐ་དད་པ+སྙེར_ད་ལྟ་བ།_ཐ་དད་པ
སྙེལ | སྙེལ_ད་ལྟ་བ།_ཐ་དད་པ+བསྙེལ_ད་ལྟ་བ།_ཐ་དད་པ
སྙེས | སྙེ_སྐུ་ཚིག_ཐ་དད་པ
སྙོག | སྙོག_ད་ལྟ་བ།_ཐ་དད་པ+སྙོག_ད་ལྟ་བ།_###
སྙོགས | སྙེག_སྐུལ་ཚིག_###+སྙེག_སྐུལ་ཚིག_ཐ་དད་པ+སྙོག_སྐུལ་ཚིག_###+སྙོག_སྐུལ་ཚིག_ཐ་དད་པ
སྙོད | སྙད_སྐུལ་ཚིག_ཐ་དད་པ+སྙོད_སྐུལ་ཚིག_###+སྙོད_ད་ལྟ་བ།_###+སྙོད_ད་ལྟ་བ།_ཐ་དད་པ+བསྙོད_ད་ལྟ་བ།_ཐ་དད་པ+བསྙོད_སྐུལ་ཚིག_ཐ་དད་པ+སྙོད_སྐུལ་ཚིག_ཐ་དད་པ+བསྙད_ད་ལྟ་བ།_ཐ་དད་པ+བསྙད_སྐུལ་ཚིག_ཐ་དད་པ
སྙོན | བསྙོན_སྐུལ་ཚིག_ཐ་དད་པ+སྙོན_ད་ལྟ་བ།_ཐ་དད་པ+བསྙོན_ད་ལྟ་བ།_ཐ་དད་པ+སྙོན_སྐུལ་ཚིག_ཐ་དད་པ
སྙོབ | སྙོབ_ད་ལྟ་བ།_ཐ་དད་པ
སྙོབས | སྙོབ_སྐུལ་ཚིག_ཐ་དད་པ
སྙོམ | བྱ་ཚིག_ཐ་མི་དད་པ+སྙོམ_ད་ལྟ་བ།_ཐ་དད་པ
སྙོམས | སྙོམ_སྐུལ་ཚིག_ཐ་དད་པ
སྙོར | བསྙོར_སྐུལ་ཚིག_ཐ་དད་པ+སྙོར_སྐུལ་ཚིག_ཐ་དད་པ+སྙོར_ད་ལྟ་བ།_ཐ་དད་པ+བསྙོར_ད་ལྟ་བ།_ཐ་དད་པ
སྙོལ | བསྙལ_སྐུལ་ཚིག_ཐ་དད་པ+སྙལ_སྐུལ་ཚིག_###+སྙལ_སྐུལ་ཚིག_ཐ་དད་པ
སྟང | སྟང_ད་ལྟ་བ།_ཐ་དད་པ
སྟར | སྟར_ད་ལྟ་བ།_###+སྟར_ད་ལྟ་བ།_ཐ་དད་པ+བསྟར_ད་ལྟ་བ།_ཐ་དད་པ
སྟི | སྟི_ད་ལྟ་བ།_ཐ་མི་དད་པ+སྟིས_ད་ལྟ་བ།_ཐ་མི་དད་པ
སྟིང | སྟིང_ད་ལྟ་བ།_ཐ་དད་པ
སྟིངས | སྟིང_སྐུལ་ཚིག_ཐ་དད་པ
སྟིམ | སྟིམ_ད་ལྟ་བ།_ཐ་དད་པ+སྟིམ_ད་ལྟ་བ།_###
སྟིམས | སྟིམ_སྐུལ་ཚིག_ཐ་དད་པ+སྟིམ_སྐུལ་ཚིག_###
སྟིས | སྟིས_སྐུལ་ཚིག_ཐ་མི་དད་པ+སྟི_སྐུལ་ཚིག_ཐ་མི་དད་པ
སྟུང | སྟུང_ད་ལྟ་བ།_ཐ་མི་དད་པ+སྟུང_ད་ལྟ་བ།_###
སྟུངས | སྟུང_སྐུལ་ཚིག_###+སྟུང_སྐུལ་ཚིག_ཐ་མི་དད་པ
སྟུད | བསྟུད_ད་ལྟ་བ།_ཐ་དད་པ+སྟུད_ད་ལྟ་བ།_ཐ་དད་པ+སྟུད_སྐུལ་ཚིག_ཐ་དད་པ+བསྟུད_སྐུལ་ཚིག_ཐ་དད་པ
སྟུན | བསྟུན_ད་ལྟ་བ།_ཐ་དད་པ+སྟུན_ད་ལྟ་བ།_ཐ་དད་པ+བསྟུན_སྐུལ་ཚིག_ཐ་དད་པ+སྟུན_སྐུལ་ཚིག_ཐ་དད་པ
སྟེག | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
སྟེན | སྟེན_སྐུལ་ཚིག_###+སྟེན_ད་ལྟ་བ།_###+སྟེན_སྐུལ་ཚིག_ཐ་དད་པ+སྟེན_ད་ལྟ་བ།_ཐ་དད་པ+བསྟེན_སྐུལ་ཚིག_ཐ་དད་པ+བསྟེན_ད་ལྟ་བ།_ཐ་དད་པ
སྟེར | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
སྟོང | སྟོང_མ་འོངས་པ།_ཐ་མི་དད་པ+སྟོང_ད་ལྟ་བ།_ཐ་མི་དད་པ
སྟོངས | སྟོང_འདས་པ།_ཐ་མི་དད་པ+སྟང_སྐུལ་ཚིག_ཐ་དད་པ
སྟོད | སྟོད_སྐུལ་ཚིག_ཐ་དད་པ+བསྟད_སྐུལ་ཚིག_ཐ་དད་པ+བསྟད_ད་ལྟ་བ།_ཐ་དད་པ+སྟོད_ད་ལྟ་བ།_###+སྟོད_ད་ལྟ་བ།_ཐ་དད་པ
སྟོན | སྟོན_ད་ལྟ་བ།_ཐ་དད་པ+སྟོན_སྐུལ་ཚིག_ཐ་དད་པ
སྟོབ | སྟོབ_ད་ལྟ་བ།_ཐ་དད་པ
སྟོབས | སྟོབ_སྐུལ་ཚིག_ཐ་དད་པ
སྟོར | བསྟར_སྐུལ་ཚིག_ཐ་དད་པ+སྟོར_ད་ལྟ་བ།_###+བསྟར_ད་ལྟ་བ།_###+བསྟར_སྐུལ་ཚིག_###+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+སྟོར_སྐུལ་ཚིག_ཐ་དད་པ+སྟར_སྐུལ་ཚིག_ཐ་དད་པ+སྟོར_སྐུལ་ཚིག_###+སྟོར_ད་ལྟ་བ།_ཐ་དད་པ+སྟར_སྐུལ་ཚིག_###
སྡང | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
སྡིག | སྡིག_ད་ལྟ་བ།_###+སྡིག_ད་ལྟ་བ།_ཐ་དད་པ
སྡིགས | སྡིག_སྐུལ་ཚིག_###+སྡིག_སྐུལ་ཚིག_ཐ་དད་པ
སྡུག | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
སྡུད | སྡུད_ད་ལྟ་བ།_###+སྡུད_ད་ལྟ་བ།_ཐ་དད་པ
སྡུམ | སྡུམ_ད་ལྟ་བ།_ཐ་དད་པ
སྡུམས | སྡུམ_སྐུལ་ཚིག_ཐ་དད་པ
སྡུར | སྡུར_ད་ལྟ་བ།_ཐ་དད་པ+སྡུར_སྐུལ་ཚིག_ཐ་དད་པ+བསྡུར_ད་ལྟ་བ།_ཐ་དད་པ+བསྡུར_སྐུལ་ཚིག_ཐ་དད་པ
སྡུས | སྡུད_སྐུལ་ཚིག_###+སྡུད_སྐུལ་ཚིག_ཐ་དད་པ
སྡེབ | སྡེབ_ད་ལྟ་བ།_ཐ་དད་པ
སྡེབས | སྡེབ_སྐུལ་ཚིག_ཐ་དད་པ
སྡོ | སྡོ_ད་ལྟ་བ།_ཐ་དད་པ+སྡོ_ད་ལྟ་བ།_###
སྡོག | སྡོག_ད་ལྟ་བ།_###+སྡོག_ད་ལྟ་བ།_ཐ་དད་པ
སྡོགས | སྡོག_སྐུལ་ཚིག_###+སྡོག_སྐུལ་ཚིག_ཐ་དད་པ
སྡོང | སྡོང_ད་ལྟ་བ།_ཐ་མི་དད་པ
སྡོངས | སྡོང_སྐུལ་ཚིག_ཐ་མི་དད་པ
སྡོད | བསྡད_ད་ལྟ་བ།_ཐ་མི་དད་པ+སྡོད_སྐུལ་ཚིག_ཐ་མི་དད་པ+བསྡད_སྐུལ་ཚིག_ཐ་མི་དད་པ+སྡོད_སྐུལ་ཚིག_###+སྡོད_ད་ལྟ་བ།_ཐ་མི་དད་པ+སྡོད_ད་ལྟ་བ།_###
སྡོམ | སྡོམ_ད་ལྟ་བ།_ཐ་དད་པ+སྡོམ_ད་ལྟ་བ།_###
སྡོམས | སྡོམ_སྐུལ་ཚིག_ཐ་དད་པ+སྡོམ_སྐུལ་ཚིག_###
སྡོས | སྡོ_སྐུལ་ཚིག_###+སྡོ_སྐུལ་ཚིག_ཐ་དད་པ
སྣང | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
སྣད | བསྣད_ད་ལྟ་བ།_ཐ་དད་པ+སྣད_ད་ལྟ་བ།_ཐ་དད་པ
སྣར | བསྣར_ད་ལྟ་བ།_ཐ་དད་པ+སྣར_ད་ལྟ་བ།_###+སྣར_ད་ལྟ་བ།_ཐ་དད་པ
སྣུད | བསྣུད_ད་ལྟ་བ།_ཐ་དད་པ+སྣུད_ད་ལྟ་བ།_ཐ་དད་པ+བསྣུད_སྐུལ་ཚིག_ཐ་དད་པ+སྣུད_སྐུལ་ཚིག_ཐ་དད་པ
སྣུན | སྣུན_སྐུལ་ཚིག_ཐ་དད་པ+སྣུན_ད་ལྟ་བ།_ཐ་དད་པ+སྣུན_ད་ལྟ་བ།_###+བསྣུན_ད་ལྟ་བ།_ཐ་དད་པ+བསྣུན_སྐུལ་ཚིག_ཐ་དད་པ+སྣུན_སྐུལ་ཚིག_###
སྣུབ | སྣུབ_ད་ལྟ་བ།_ཐ་དད་པ
སྣུབས | སྣུབ_སྐུལ་ཚིག_ཐ་དད་པ
སྣུར | སྣུར_ད་ལྟ་བ།_ཐ་མི་དད་པ+སྣུར_སྐུལ་ཚིག_###+སྣུར_ད་ལྟ་བ།_###+སྣུར_ད་ལྟ་བ།_ཐ་དད་པ+སྣུར_སྐུལ་ཚིག_ཐ་དད་པ+བསྣུར_ད་ལྟ་བ།_ཐ་དད་པ+བསྣུར_སྐུལ་ཚིག_ཐ་དད་པ
སྣེམ | སྣེམ_ད་ལྟ་བ།_###+སྣེམ_ད་ལྟ་བ།_ཐ་དད་པ
སྣེམས | སྣེམ_སྐུལ་ཚིག_ཐ་དད་པ+སྣེམ_སྐུལ་ཚིག_###
སྣོ | སྣོ_ད་ལྟ་བ།_ཐ་དད་པ
སྣོག | སྣོག_ད་ལྟ་བ།_ཐ་དད་པ+སྣོགས_ད་ལྟ་བ།_ཐ་དད་པ+སྣོག_ད་ལྟ་བ།_###
སྣོགས | སྣོགས_སྐུལ་ཚིག_ཐ་དད་པ+སྣོག_སྐུལ་ཚིག_ཐ་དད་པ+སྣོག_སྐུལ་ཚིག_###
སྣོད | བསྣད_སྐུལ་ཚིག_ཐ་དད་པ+སྣད_སྐུལ་ཚིག_ཐ་དད་པ
སྣོན | བསྣན_སྐུལ་ཚིག_ཐ་དད་པ+བསྣན_ད་ལྟ་བ།_ཐ་དད་པ+སྣོན_སྐུལ་ཚིག_ཐ་དད་པ+སྣོན_སྐུལ་ཚིག_###+སྣོན_ད་ལྟ་བ།_ཐ་དད་པ+སྣོན_ད་ལྟ་བ།_###
སྣོམ | སྣོམ_ད་ལྟ་བ།_###+སྣོམ_ད་ལྟ་བ།_ཐ་དད་པ
སྣོམས | སྣོམ_སྐུལ་ཚིག_ཐ་དད་པ+སྣོམ_སྐུལ་ཚིག_###+སྣོམས_སྐུལ་ཚིག_ཐ་དད་པ
སྣོར | སྣར_སྐུལ་ཚིག_ཐ་དད་པ+བསྣོར_ད་ལྟ་བ།_ཐ་དད་པ+སྣར_སྐུལ་ཚིག_###+སྣོར_ད་ལྟ་བ།_ཐ་དད་པ+བསྣོར_སྐུལ་ཚིག_ཐ་དད་པ+སྣོར_སྐུལ་ཚིག_ཐ་དད་པ+བསྣར_སྐུལ་ཚིག_ཐ་དད་པ
སྣོལ | བསྣོལ_སྐུལ་ཚིག_ཐ་དད་པ+སྣོམས_ད་ལྟ་བ།_ཐ་དད་པ+སྣོལ_ད་ལྟ་བ།_ཐ་དད་པ+བསྣོལ_ད་ལྟ་བ།_ཐ་དད་པ+སྣོལ_སྐུལ་ཚིག_ཐ་དད་པ
སྣོས | སྣོ_སྐུལ་ཚིག_ཐ་དད་པ
སྤ | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
སྤག | སྤག_མ་འོངས་པ།_ཐ་མི་དད་པ+སྤག_མ་འོངས་པ།_###+སྤག_ད་ལྟ་བ།_ཐ་མི་དད་པ+སྤག_ད་ལྟ་བ།_###+སྤོག_མ་འོངས་པ།_ཐ་དད་པ
སྤགས | སྤོག_འདས་པ།_ཐ་དད་པ+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+སྤག_འདས་པ།_###+སྤག_འདས་པ།_ཐ་མི་དད་པ
སྤང | སྤོང_མ་འོངས་པ།_ཐ་དད་པ
སྤངས | སྤོང_འདས་པ།_ཐ་དད་པ
སྤར | སྤོར_འདས་པ།_ཐ་དད་པ+སྤོར_མ་འོངས་པ།_###+སྤར_མ་འོངས་པ།_ཐ་དད་པ+སྤོར_འདས་པ།_###+སྤོར_མ་འོངས་པ།_ཐ་དད་པ+སྤར_འདས་པ།_ཐ་དད་པ
སྤུང | སྤུངས_ད་ལྟ་བ།_ཐ་མི་དད་པ+སྤུང_མ་འོངས་པ།_ཐ་དད་པ+སྤུངས_མ་འོངས་པ།_ཐ་མི་དད་པ+སྤུང_ད་ལྟ་བ།_ཐ་དད་པ
སྤུངས | སྤུང_འདས་པ།_ཐ་དད་པ+སྤུང_སྐུལ་ཚིག_ཐ་དད་པ+སྤུངས_འདས་པ།_ཐ་མི་དད་པ+སྤུངས_སྐུལ་ཚིག_ཐ་མི་དད་པ
སྤུད | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
སྤུར | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
སྤེལ | བྱ་ཚིག_###+གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
སྤོ | སྤོ_ད་ལྟ་བ།_ཐ་དད་པ+སྤོས_ད་ལྟ་བ།_ཐ་དད་པ+སྤོ_མ་འོངས་པ།_ཐ་དད་པ+སྤོ_མ་འོངས་པ།_###+སྤོ_ད་ལྟ་བ།_###+སྤོས_མ་འོངས་པ།_ཐ་དད་པ
སྤོག | སྤོག_ད་ལྟ་བ།_ཐ་དད་པ
སྤོགས | སྤོག_སྐུལ་ཚིག_ཐ་དད་པ
སྤོང | སྤོང_ད་ལྟ་བ།_ཐ་དད་པ
སྤོངས | སྤོང_སྐུལ་ཚིག_ཐ་དད་པ
སྤོར | སྤོར_སྐུལ་ཚིག_###+སྤོར_ད་ལྟ་བ།_ཐ་དད་པ+སྤར_ད་ལྟ་བ།_ཐ་དད་པ+སྤར_སྐུལ་ཚིག_ཐ་དད་པ+སྤོར_ད་ལྟ་བ།_###+སྤོར_སྐུལ་ཚིག_ཐ་དད་པ
སྤོས | སྤོས_འདས་པ།_ཐ་དད་པ+སྤོ_སྐུལ་ཚིག_ཐ་དད་པ+སྤོ_འདས་པ།_ཐ་དད་པ+སྤོ_སྐུལ་ཚིག_###+སྤོས_སྐུལ་ཚིག_ཐ་དད་པ+སྤོ_འདས་པ།_###
སྤྱང | སྤྱང_མ་འོངས་པ།_ཐ་དད་པ+སྤྱང_ད་ལྟ་བ།_ཐ་དད་པ
སྤྱངས | སྤྱང_འདས་པ།_ཐ་དད་པ
སྤྱད | སྤྱོད_འདས་པ།_ཐ་དད་པ+སྤྱོད_འདས་པ།_###+སྤྱད_འདས་པ།_ཐ་དད་པ+སྤྱོད_མ་འོངས་པ།_###+སྤྱོད_མ་འོངས་པ།_ཐ་དད་པ+སྤྱད_མ་འོངས་པ།_ཐ་དད་པ
